label,youtube_id,time_start,time_end,split
snatch weight lifting,vHxDq7CLGiw,6,16,train
spinning poi,vHxLfN1XL8w,14,24,train
playing guitar,vHy3myli6x0,36,46,train
snowboarding,vHyfx-6ocqg,26,36,train
grooming horse,vHyturls6mE,81,91,train
passing American football (in game),vI-AKp7f-90,3,13,train
washing feet,vI01hhAmnPo,404,414,train
kicking field goal,vI2L-gsJ240,1,11,train
baby waking up,vI38ZeY5ur0,11,21,train
climbing ladder,vI4-9shUfio,146,156,train
spray painting,vI5yLWuU7hY,12,22,train
drinking shots,vI6pHTvctAE,4,14,train
watering plants,vI7-zFIgZFk,29,39,train
cleaning gutters,vI7TqMCNc_0,76,86,train
playing violin,vI8nvzqwvoI,2,12,train
catching fish,vI8pIzD4L1w,65,75,train
getting a tattoo,vIDmvKjOI00,1175,1185,train
tying knot (not on a tie),vIDrB0RbYPM,2,12,train
tickling,vIHWaFWHgTk,11,21,train
cheerleading,vIMUBQSJXyQ,276,286,train
rock climbing,vINvINP9BmI,2,12,train
washing dishes,vIOuBwMaYgE,3,13,train
zumba,vIQ2QD26tQo,19,29,train
drop kicking,vIQaWROE_U8,13,23,train
playing harp,vIR-76qEiXI,8,18,train
tasting beer,vIRNjyniP0A,10,20,train
playing chess,vIRX__x-mB0,19,29,train
scrambling eggs,vISFLjSMFLI,117,127,train
playing harp,vITVqCa9WTo,0,10,train
playing bagpipes,vIWF5Tc3D5A,10,20,train
ice climbing,vIWviSFxkE0,116,126,train
finger snapping,vIXzLOKPKBE,1,11,train
eating spaghetti,vIbV6EDsjj0,18,28,train
blowing out candles,vIcFqCag6EQ,4,14,train
shooting goal (soccer),vIcde7jUxoU,84,94,train
barbequing,vId4UkVr9Jg,216,226,train
exercising with an exercise ball,vIfXRB3BxLo,55,65,train
folding paper,vIgF9ik4eac,3,13,train
riding scooter,vIi0Miw77m0,20,30,train
cutting nails,vIl2JZ1AeTo,275,285,train
washing feet,vIl2MOzatPI,191,201,train
frying vegetables,vIlqavALfmg,21,31,train
snorkeling,vIm5qvyqxhI,17,27,train
capoeira,vIo-t3xMCww,573,583,train
peeling apples,vIo5NRzLVwM,8,18,train
bench pressing,vIoWPIJtXns,19,29,train
skateboarding,vIp-QQMQosM,0,10,train
contact juggling,vIruSCwtJFc,50,60,train
tango dancing,vItw-k7pC3c,23,33,train
kicking field goal,vIuGrvDC4pE,21,31,train
playing paintball,vIugCs3LXgw,72,82,train
feeding fish,vIunHS8520U,7,17,train
dancing ballet,vIupW0nWLrU,139,149,train
bowling,vIuxEszEf9M,39,49,train
tango dancing,vIuznql-h84,12,22,train
playing piano,vIvIql-ORw4,27,37,train
tango dancing,vIvKZnwStAI,73,83,train
cheerleading,vIvYuKFzRmE,35,45,train
welding,vIvaDuCz6IM,24,34,train
playing accordion,vIw5MfyOXUY,2,12,train
headbutting,vIwLrdLzJXs,1,11,train
playing piano,vIzFpHpNe2I,80,90,train
snatch weight lifting,vJ08ZsZP-uc,50,60,train
playing piano,vJ0uUYf1wBA,37,47,train
welding,vJ0zjPNejAM,19,29,train
contact juggling,vJ1M6ZvbSUw,3,13,train
cheerleading,vJ67OZSD_ac,3,13,train
news anchoring,vJ7FduGnSzk,30,40,train
filling eyebrows,vJ8b4xU2djE,71,81,train
clean and jerk,vJ8kOqVe24s,11,21,train
eating doughnuts,vJAkn35zy2A,40,50,train
unloading truck,vJE3Jas-1Ts,11,21,train
grooming horse,vJEOL-r56qA,71,81,train
swimming butterfly stroke,vJKMQ3w7NV4,115,125,train
capoeira,vJO0jgOpkno,57,67,train
bending metal,vJQBljC5RIo,123,133,train
playing saxophone,vJW5begGpM0,87,97,train
massaging back,vJWWLvH62cE,26,36,train
playing accordion,vJZWJ4SAu6w,11,21,train
front raises,vJb9WLQizSA,58,68,train
moving furniture,vJbvILH3egA,56,66,train
checking tires,vJcgY5HHGeo,8,18,train
drinking shots,vJcynseXRHI,46,56,train
washing feet,vJdzoEOG3vs,1582,1592,train
opening bottle,vJhbNPppJrI,12,22,train
skydiving,vJkLFSxtsMU,157,167,train
doing laundry,vJkO-pQ3njo,27,37,train
doing aerobics,vJlZTLy70RE,171,181,train
drop kicking,vJmYNjuet-c,4,14,train
petting cat,vJn5K6PHIRc,2,12,train
laying bricks,vJpcWud6x_A,42,52,train
feeding goats,vJrfM4sOJDY,17,27,train
playing cricket,vJriW6k8FFQ,35,45,train
balloon blowing,vJsHRERQ3sA,420,430,train
laughing,vJsV53TPEIU,38,48,train
playing harp,vJtAzPUAYdA,1,11,train
javelin throw,vJuHbR69Mc0,10,20,train
skiing crosscountry,vJvDryaZMBc,3,13,train
salsa dancing,vK13iXZf43o,78,88,train
moving furniture,vK2tvQiNuCs,47,57,train
hurdling,vK4QIXWoBVc,55,65,train
air drumming,vKBFH7opCcw,3,13,train
kicking field goal,vKD4bazfFjU,30,40,train
tapping guitar,vKEDDU57kIY,112,122,train
blowing glass,vKFMRAmBad4,154,164,train
recording music,vKFfzEX8jrQ,21,31,train
watering plants,vKFjlPRmFhI,4,14,train
playing drums,vKFkEMzVboY,268,278,train
opening present,vKH2fyrnP2k,458,468,train
assembling computer,vKIEvSl1lXI,270,280,train
playing tennis,vKKTlOW95SE,20,30,train
riding or walking with horse,vKKWtT0X8ok,0,10,train
situp,vKLRojquT80,9,19,train
headbanging,vKLlepK0GeI,1,11,train
moving furniture,vKMArPiZZ8w,189,199,train
tapping pen,vKNElXLCiCk,224,234,train
exercising with an exercise ball,vKPDewJSiSg,109,119,train
golf chipping,vKThgKu6UMQ,263,273,train
flying kite,vKWSat4XFig,24,34,train
busking,vKWjIvyuxpQ,2,12,train
playing organ,vKXIuHXTl-g,145,155,train
bookbinding,vKYChBXI2tY,388,398,train
washing feet,vKZHOXIf0x0,132,142,train
knitting,vKZHqVNSBBk,51,61,train
playing chess,vK_ffR5toZI,102,112,train
playing trumpet,vK_vFMQ6qU0,5,15,train
swing dancing,vKbe5oTeflg,83,93,train
baking cookies,vKclOIReV5w,947,957,train
skateboarding,vKe46_3x5tI,114,124,train
playing ice hockey,vKeDCa9C6yY,2,12,train
cooking chicken,vKehV3Pv1Es,83,93,train
climbing tree,vKfXgOXOwl4,15,25,train
crying,vKgRFxY1sDE,0,10,train
presenting weather forecast,vKjevvlR6E8,111,121,train
canoeing or kayaking,vKji4emcTMo,2,12,train
dying hair,vKl3qte4hRM,185,195,train
hurling (sport),vKmzfFFQw3g,303,313,train
waxing chest,vKrHAAP3kzI,104,114,train
giving or receiving award,vKs3P1RI09w,32,42,train
driving tractor,vKst45k6mZo,5,15,train
cooking chicken,vKtBGgDdUMo,159,169,train
driving tractor,vKtKfMuDnrg,0,10,train
riding unicycle,vKtxQH9LWig,2,12,train
doing nails,vKwjE56bTUo,119,129,train
making pizza,vKxa6ZNJkN8,0,10,train
belly dancing,vL-fglxTDUU,36,46,train
kicking soccer ball,vL148hfrRpM,0,10,train
playing ice hockey,vL2gd9LUyS4,4,14,train
eating chips,vL3dOdaf4lQ,0,10,train
tying knot (not on a tie),vL5KN_xtguA,0,10,train
cleaning floor,vL5d9hmUpAE,76,86,train
playing basketball,vLA0tbNjsNg,48,58,train
sanding floor,vLBBXktJtJM,127,137,train
riding unicycle,vLCk6f-a5cs,8,18,train
skiing slalom,vLDC2e-gSKg,40,50,train
playing bagpipes,vLEz1mHahdM,4,14,train
jumping into pool,vLFAAeh35Fo,7,17,train
clean and jerk,vLFJz8QK9hY,0,10,train
playing ukulele,vLFa_pgJFhc,200,210,train
using computer,vLFdWpUkqj0,422,432,train
playing keyboard,vLGEL5fnYhg,13,23,train
giving or receiving award,vLGbMlqhMZw,34,44,train
frying vegetables,vLGo1BLxwhQ,222,232,train
surfing crowd,vLLQ3Lw9y6Q,29,39,train
catching or throwing softball,vLNqPyO8HuA,3,13,train
tobogganing,vLOnvk-N3C8,617,627,train
grooming horse,vLPaPOpmp5I,146,156,train
bookbinding,vLPiX8nbUX4,118,128,train
cleaning gutters,vLQgDUyTa5I,139,149,train
making snowman,vLRaD5T7cgc,108,118,train
hula hooping,vLSboVVQYN4,0,10,train
counting money,vLU2yMZEHzg,11,21,train
cheerleading,vLW-0rJwgDg,47,57,train
hurdling,vLXgwDUZRwk,8,18,train
cleaning windows,vLZGA5jiIls,151,161,train
playing cello,vLZVjfeJ4xE,9,19,train
playing bass guitar,vL_0YAvgWco,86,96,train
playing didgeridoo,vL_eQno11U4,27,37,train
playing ice hockey,vLafdIMgJP4,682,692,train
playing drums,vLeYUkABJhA,0,10,train
air drumming,vLfIcSXB02c,3,13,train
dancing macarena,vLgUFBbiYs4,28,38,train
dribbling basketball,vLjnTZRTIHo,0,10,train
pushing cart,vLm_uMK9AZ4,3,13,train
passing American football (in game),vLn3819JMnk,189,199,train
tapping guitar,vLnUImtn6Rk,72,82,train
throwing axe,vLpocUlyWPc,6,16,train
folding napkins,vLqmL8yEShc,10,20,train
cheerleading,vLrKvw-vn6Q,142,152,train
skateboarding,vLt0DyMSi2k,138,148,train
shot put,vLu1RDA0oZk,7,17,train
baking cookies,vLutA4k0Oew,400,410,train
cooking sausages,vLwWLsLJf00,27,37,train
stretching leg,vLx2scFeK4o,1,11,train
contact juggling,vLx7df-sbiY,12,22,train
tapping guitar,vLxemwaTfng,1,11,train
filling eyebrows,vM0AVpEpnlw,166,176,train
tying tie,vM0LGfbStPw,132,142,train
tango dancing,vM12FHRwyN0,91,101,train
eating burger,vM15H-VULos,271,281,train
pumping fist,vM1NJ7GP2tc,4,14,train
riding or walking with horse,vM1uZdde8Xo,1,11,train
tango dancing,vM2OUzFNyfs,8,18,train
capoeira,vM2yhYoQ8FQ,535,545,train
shaking head,vM7hLsHlyNc,0,10,train
playing chess,vM7nKDpoCnw,8,18,train
tai chi,vM8sJRRGJCE,230,240,train
side kick,vM8t5zqxVWY,39,49,train
feeding birds,vMB3RmQ1IFc,3,13,train
walking the dog,vMBvbv8RHxA,430,440,train
eating chips,vMDPG1OS-Kk,0,10,train
playing clarinet,vMDlbgYcXVA,49,59,train
shooting goal (soccer),vMFepGVyaDw,155,165,train
petting animal (not cat),vMFxO4dpmNU,0,10,train
pole vault,vMGMDm4WLs0,61,71,train
shining shoes,vMGb310KGNQ,16,26,train
sweeping floor,vMH4elJy2LA,41,51,train
playing recorder,vMHcbLEtDC8,90,100,train
climbing tree,vML7EYHKsYg,19,29,train
archery,vMORHdC3PsU,23,33,train
moving furniture,vMQ4KSXpLaI,13,23,train
hurling (sport),vMS2x6SQsoQ,3,13,train
writing,vMSPQl_jons,104,114,train
bee keeping,vMTcyXiu6-w,67,77,train
brushing teeth,vMVWmPVOrZM,8,18,train
trimming trees,vMVkW9Sh4EA,99,109,train
playing basketball,vMWeVCO05DY,33,43,train
dancing charleston,vMXO6G5a9lA,12,22,train
situp,vMY2o7cZTKk,0,10,train
tai chi,vMYYu7jEwXA,100,110,train
dodgeball,vMYmRaA9XsI,251,261,train
dining,vMZ7fBu12F4,467,477,train
tango dancing,vMcs-GD0UG8,378,388,train
canoeing or kayaking,vMcsdxcasxQ,67,77,train
canoeing or kayaking,vMdNgIuuo7k,202,212,train
grooming dog,vMdq734Gf0Q,15,25,train
yoga,vMeYSj8q8no,100,110,train
bowling,vMekV0ucABc,239,249,train
shot put,vMem_9qH_QE,2,12,train
playing recorder,vMfGEYIvD4E,0,10,train
somersaulting,vMjWuuzEVYc,1,11,train
wrapping present,vMjwQ4Kiagk,188,198,train
eating ice cream,vMki4LwhKls,279,289,train
hammer throw,vMnJSFse1z8,13,23,train
tap dancing,vMq5hCOMhOQ,50,60,train
washing hair,vMsGIiyXxz8,103,113,train
blasting sand,vMtBnLB3Y6Y,61,71,train
tobogganing,vMx1Lqt-b-o,2,12,train
hammer throw,vMy5o7pvy4c,1,11,train
washing dishes,vMz1HQ470E8,24,34,train
trimming or shaving beard,vMziOZCA4n4,26,36,train
riding elephant,vN0hVw734l0,52,62,train
cutting nails,vN1bgFTbsok,19,29,train
bartending,vN1hgooMcTE,93,103,train
finger snapping,vN32fZSmQ5c,2,12,train
brushing hair,vN4V460dSj8,45,55,train
ice climbing,vN86g7SPVoI,1,11,train
playing bass guitar,vNAcsID_MqU,144,154,train
tying tie,vNC_-FBUJiI,79,89,train
triple jump,vNFR-mc68G8,2,12,train
reading book,vNFsYCEbF4M,1,11,train
golf putting,vNHxCjDwmUg,1,11,train
pushing cart,vNJrc3Weqy0,13,23,train
headbutting,vNJs0joyRrY,1,11,train
biking through snow,vNKZqiggSIs,4,14,train
playing keyboard,vNPFSmN_iu8,2,12,train
fixing hair,vNRaq4lv8WM,18,28,train
swimming backstroke,vNSTbHAMyd8,22,32,train
skipping rope,vNTG1KPYYiM,138,148,train
riding elephant,vNTm2vlsHhw,217,227,train
doing aerobics,vNTxdImaKjI,108,118,train
rock climbing,vNUNT_1SVsA,8,18,train
cutting watermelon,vNUSy4QY8EI,75,85,train
playing cymbals,vNWefw-9fDg,73,83,train
ice skating,vNWttnLbxbI,8,18,train
washing feet,vNXzgxkgrkE,964,974,train
tapping guitar,vNYGBJ219kk,19,29,train
opening bottle,vNZL2cQv6NY,34,44,train
hurdling,vNg75U2tTFQ,4,14,train
playing squash or racquetball,vNiPqnSgj7U,1515,1525,train
hockey stop,vNmcz_wPYr0,201,211,train
grinding meat,vNnw0cx0bGc,35,45,train
sailing,vNokSouc0xI,185,195,train
gymnastics tumbling,vNpEe3MZ6D8,29,39,train
bowling,vNpW9qvisy4,3,13,train
playing piano,vNpZ8J1ZTII,3,13,train
dancing ballet,vNpcPa0Z9Bo,346,356,train
snatch weight lifting,vNpk3YN-LY0,14,24,train
driving tractor,vNs3R9ckP1k,17,27,train
rock climbing,vNsKjQc1ED4,12,22,train
playing bass guitar,vNtWayjVjO8,265,275,train
playing recorder,vNtu5rG7tzA,23,33,train
snorkeling,vNumSOzAqEE,13,23,train
busking,vNut8T4w12E,30,40,train
washing feet,vNvGSixeXZ0,5426,5436,train
abseiling,vNxsGd0hKgg,157,167,train
air drumming,vO-juttud_c,25,35,train
drinking,vO0TTZ_yrBo,4,14,train
tossing salad,vO38S28HP7I,43,53,train
archery,vO3QdbztB-k,73,83,train
blowing nose,vO50iRqFg-0,1,11,train
playing badminton,vO69zQTibQ8,446,456,train
snowkiting,vO9UbCRO-eM,77,87,train
riding camel,vOBJAOCnU-E,39,49,train
front raises,vOCQwp67gI0,37,47,train
cracking neck,vODDrXIgMSo,31,41,train
squat,vODssZv1WKQ,10,20,train
juggling balls,vOEumJ7ldts,2,12,train
catching or throwing frisbee,vOFSVcCPE1I,3,13,train
jumping into pool,vOFiULTlfIE,18,28,train
grinding meat,vOI-vo8JPa0,52,62,train
bartending,vOIc7PTlo10,34,44,train
trimming trees,vOIg-67HrUA,5,15,train
sanding floor,vOKRyzBugbs,3,13,train
lunge,vOLvPKcVaR4,2,12,train
skateboarding,vOMfZa46ixA,124,134,train
playing ice hockey,vOOovxNv8bc,9,19,train
golf putting,vOQ1df6G95I,15,25,train
ice skating,vOS8FEH00TE,54,64,train
bowling,vOSPHDIna_k,14,24,train
riding elephant,vOSTSFONBKE,14,24,train
skateboarding,vOT0jXnDhMk,6,16,train
texting,vOTbAbKoL28,72,82,train
windsurfing,vOWIP9IqFiU,11,21,train
playing saxophone,vOWJ1mQAvS4,0,10,train
breakdancing,vOWkYZbOrx4,35,45,train
feeding goats,vOXKRmV9KBE,37,47,train
playing tennis,vOZXLkyOwQU,62,72,train
dining,vOZco1sWV5c,132,142,train
cooking egg,vOZgDWNqPQc,53,63,train
running on treadmill,vO_-R8dv75Y,11,21,train
busking,vOaRKsIEil0,5,15,train
waxing legs,vOan-G_wz3Q,192,202,train
cleaning shoes,vOgLhfxYDqo,264,274,train
dribbling basketball,vOgNommrhRs,53,63,train
brushing teeth,vOh-rdU8_Dc,22,32,train
long jump,vOik0Wptfss,2,12,train
juggling fire,vOjnOqDjRXs,14,24,train
playing harmonica,vOldbivc1-A,5,15,train
flying kite,vOluq0nlHFw,7,17,train
catching or throwing baseball,vOmcCPnJJZw,4,14,train
tobogganing,vOmibBVWOc4,0,10,train
headbanging,vOow4OxE6LY,441,451,train
petting animal (not cat),vOrSV30V1GI,18,28,train
extinguishing fire,vOrjRDEQazQ,0,10,train
news anchoring,vOvTxCtdB-8,0,10,train
jumpstyle dancing,vOw-DI6_yuk,40,50,train
feeding birds,vOxJHi3wKNA,67,77,train
yawning,vOzEHCAH_sc,5,15,train
yoga,vP1lpnvMIXE,4,14,train
throwing axe,vP2Pz-9-t2w,84,94,train
marching,vP810tfa4QE,36,46,train
smoking,vPBrit1Ests,227,237,train
smoking,vPCFdztTRks,89,99,train
tasting beer,vPGFj7Scvvo,949,959,train
long jump,vPITD4LvSTQ,0,10,train
riding mechanical bull,vPJhfh4ztzI,1,11,train
cutting pineapple,vPKexxZpLmU,64,74,train
dribbling basketball,vPL1lBD9GlY,147,157,train
swinging on something,vPMQVxvZRus,2,12,train
washing hair,vPN0RLTX87c,85,95,train
fixing hair,vPNxsn1Lloc,233,243,train
doing nails,vPOnU5EomOw,204,214,train
shaving legs,vPTYrblJPKU,95,105,train
reading newspaper,vPTbxIeKffw,76,86,train
balloon blowing,vPU3MY93sP8,99,109,train
shaking head,vPUONCLnkSI,8,18,train
smoking hookah,vPVWH2JncAo,67,77,train
mopping floor,vPYaU-67XIE,26,36,train
drinking,vPZYuBuYPuA,16,26,train
bench pressing,vP_Oc4V7WtY,18,28,train
smoking hookah,vPagiFQ6XSs,21,31,train
cleaning gutters,vPgXrCKXzz0,22,32,train
cleaning shoes,vPi7jOtYY8k,6,16,train
flying kite,vPjRu2XafZ4,17,27,train
drinking beer,vPjaPSc1dq8,18,28,train
playing tennis,vPkO1qvDkVc,21,31,train
blasting sand,vPkZRQQBqk4,69,79,train
celebrating,vPlpwW7tvZ0,104,114,train
playing trombone,vPm65Kuccr8,3,13,train
cutting pineapple,vPmlpdZWjX0,11,21,train
playing harp,vPmnVJjBFBU,51,61,train
pumping fist,vPnr96lGgdU,1,11,train
petting animal (not cat),vPoctINEXNo,60,70,train
blowing glass,vPrAqjI7jEo,21,31,train
abseiling,vPxZC50Ajjw,62,72,train
writing,vPy5nXF4xFw,822,832,train
squat,vQ0XzeKVIY0,64,74,train
drop kicking,vQ4YfO1FhM0,3,13,train
swinging legs,vQ8ErLnkP5I,92,102,train
jogging,vQ9eiNVpvk0,10,20,train
peeling potatoes,vQBfmEBF2tI,42,52,train
extinguishing fire,vQBtmmhgIkQ,31,41,train
riding mechanical bull,vQDBpSDbI3o,3,13,train
waxing back,vQD_KvQGORE,237,247,train
decorating the christmas tree,vQEUFIOPUbs,28,38,train
cheerleading,vQEu-F9m17k,212,222,train
hula hooping,vQF78vSM4pU,1,11,train
long jump,vQF9dojvlZE,1,11,train
playing didgeridoo,vQGDp5sVkcw,22,32,train
cracking neck,vQGlPdstBkg,1,11,train
eating ice cream,vQHbWUydleY,29,39,train
blowing glass,vQKOWouu8fU,0,10,train
using remote controller (not gaming),vQLFugbqD6c,6,16,train
balloon blowing,vQMGwDVUQ8k,24,34,train
cooking egg,vQMwAG8eI3k,139,149,train
contact juggling,vQNI4wlkVBQ,131,141,train
mopping floor,vQOPHrfIhHM,36,46,train
passing American football (in game),vQQROr_UL8U,1,11,train
clay pottery making,vQTk2wXDx2U,150,160,train
playing cello,vQUBZk-hvsw,138,148,train
unboxing,vQUI7jSqe7A,317,327,train
walking the dog,vQXINjZsLv0,27,37,train
playing badminton,vQY5SyKwymA,20,30,train
archery,vQYJAfUOoEY,104,114,train
texting,vQ_l43WwZuE,55,65,train
shot put,vQbzy9DlVzo,4,14,train
playing ice hockey,vQceBmcMWlw,5,15,train
skiing slalom,vQdUSvaLKzc,354,364,train
feeding goats,vQdqeOg9SSg,30,40,train
strumming guitar,vQe-w45sdUw,0,10,train
tap dancing,vQe5nX3rwh4,15,25,train
capoeira,vQhJx2CO-Uk,17,27,train
shaking head,vQi6mbn5KtA,0,10,train
playing chess,vQieegXYGIU,66,76,train
weaving basket,vQl_JSM63es,922,932,train
playing poker,vQm0dZ4dk_E,56,66,train
bandaging,vQmn77K2uZM,436,446,train
tickling,vQnuvx0AawY,20,30,train
cleaning shoes,vQoAx4cM5ss,133,143,train
making snowman,vQoEzi_uf9s,20,30,train
getting a haircut,vQqILz6So1o,7,17,train
playing ice hockey,vQqXfGtvYkU,335,345,train
driving car,vQvk43W1h8Q,386,396,train
golf chipping,vQx3ojAx4Sc,81,91,train
holding snake,vQz0g-eCQcM,112,122,train
skateboarding,vQzypXGYt-g,21,31,train
presenting weather forecast,vR-4wNFti9k,67,77,train
bee keeping,vR01DeCNGaA,1,11,train
bouncing on trampoline,vR0FR_D1Uqo,256,266,train
playing harmonica,vR1WE43IzZc,34,44,train
grooming dog,vR50eX5YdsM,14,24,train
tossing salad,vR7tGRvoHkc,164,174,train
dancing macarena,vR9QVeCYAp8,90,100,train
dunking basketball,vRAqCm_Nkys,293,303,train
washing dishes,vRC2D4ttYOw,50,60,train
blowing out candles,vREBUlXBEZ8,0,10,train
opening bottle,vREORF-8OhY,7,17,train
passing American football (in game),vREvF62Qd1A,8,18,train
crawling baby,vRFVwQtT38U,43,53,train
getting a tattoo,vRF_lN89BKE,47,57,train
setting table,vRGXjs2fMkI,50,60,train
high kick,vRJLNc8WpRg,8,18,train
reading book,vRQc53Dw5q0,81,91,train
washing dishes,vRSLQKCT2Y4,36,46,train
playing organ,vRV9wp2sfQA,0,10,train
passing American football (not in game),vRXa_0vF7tY,4,14,train
riding camel,vRY-EhPcCx8,1,11,train
eating hotdog,vRYzxRKf1KQ,37,47,train
crossing river,vRZ-vlqoewk,1,11,train
juggling balls,vRZePOy8jUU,0,10,train
playing violin,vRZtreKGP98,145,155,train
playing basketball,vR_AZA-cQIU,43,53,train
windsurfing,vRa5QMMrIkU,106,116,train
air drumming,vRaKoofwO-g,2,12,train
zumba,vRaY7utnTts,12,22,train
salsa dancing,vRbAPLFVe7s,12,22,train
washing hair,vRbVNivVAnw,3,13,train
eating burger,vRd-hJD07fg,5,15,train
feeding fish,vRe3yU1Zkxs,6,16,train
juggling balls,vRfRHOGhmCE,7,17,train
mowing lawn,vRhZsa8RQR4,0,10,train
tai chi,vRkj5NhS_4c,189,199,train
scuba diving,vRkjU4FzCfs,274,284,train
contact juggling,vRl_KLl8aTQ,1,11,train
blasting sand,vRm5tP_PURo,18,28,train
playing harmonica,vRmMsqTE_og,29,39,train
tapping guitar,vRmhtf_Fb8w,21,31,train
dancing macarena,vRnaZu6NDTw,2,12,train
punching bag,vRp8tJQ-J98,0,10,train
blasting sand,vRrli4074z8,245,255,train
playing chess,vRtGqh4wSVQ,13,23,train
folding clothes,vRtwq_XZEZM,94,104,train
counting money,vRv-yNAriag,134,144,train
feeding goats,vRv8Qv-aPnQ,17,27,train
robot dancing,vRvJbTYlmdQ,48,58,train
abseiling,vRvKZRSTfqc,11,21,train
side kick,vRzqdg9kxtw,3,13,train
testifying,vS-N2wBOpww,177,187,train
punching person (boxing),vS-XV_rqado,66,76,train
arm wrestling,vS0mmJQ01DU,57,67,train
dancing macarena,vS26z5Oz1Zs,33,43,train
slacklining,vS2BUFgtrFQ,4,14,train
cleaning windows,vS2pstKRY7I,46,56,train
smoking hookah,vS7V_ATcF0U,0,10,train
eating hotdog,vS8hibCNYzI,65,75,train
shooting basketball,vS9bW2mNDJE,6,16,train
cleaning floor,vSBxxergupg,25,35,train
slacklining,vSCCD7GUU1w,6,16,train
digging,vSCeo2W0nlU,127,137,train
petting animal (not cat),vSDZo14EScQ,14,24,train
passing American football (not in game),vSEfBi8zqvI,13,23,train
blowing glass,vSIx7HKOkGI,266,276,train
punching person (boxing),vSJJThOQSkM,83,93,train
arm wrestling,vSL-K1rRW1M,21,31,train
waxing back,vSLYrtWOAHU,18,28,train
carving pumpkin,vSM71b_k3Cg,2,12,train
surfing water,vSN6z4hSKFI,80,90,train
dancing gangnam style,vSQ4aNwYmcI,181,191,train
playing tennis,vSQbfypOrRE,1,11,train
folding clothes,vSQlFzgWzZY,26,36,train
riding mechanical bull,vSQoidihj6Y,85,95,train
opening bottle,vSRCJfUyH8s,1,11,train
faceplanting,vSRDBLAwk_Y,0,10,train
skateboarding,vSRsCn2UMW8,154,164,train
pushing car,vSUbaZQ6DT4,4,14,train
arranging flowers,vSV67EvZEBs,60,70,train
ironing,vSV97snFVxY,149,159,train
trapezing,vSVCOx4T1ZI,56,66,train
shaking hands,vSY7WVc2kRw,11,21,train
playing clarinet,vScPvP1myzg,288,298,train
playing cymbals,vSd120Xrf1k,58,68,train
biking through snow,vSdB303n-hI,125,135,train
water skiing,vSdoSf2Kqi4,140,150,train
arm wrestling,vSeUVXUT8Sg,25,35,train
arm wrestling,vSeuwmoHzlo,178,188,train
slacklining,vSg8nE0ft_s,116,126,train
picking fruit,vSgXok8caMY,20,30,train
dining,vShBNiXU_Yg,89,99,train
diving cliff,vSiD_olmLKU,4,14,train
feeding birds,vSiTxNFfH_Y,17,27,train
tobogganing,vSm36f981Zk,21,31,train
tapping guitar,vSmCV9R2_pA,23,33,train
making pizza,vSnQyI3s0Ec,152,162,train
surfing water,vSp1P8BsBx4,66,76,train
playing piano,vSpG1rbpZZw,15,25,train
tap dancing,vSpileU5YvQ,112,122,train
shot put,vSsPRFMeaiY,1,11,train
shaking hands,vSsS3Qos9Q8,25,35,train
eating cake,vStQ6KSd9bw,77,87,train
playing clarinet,vSvTIr9eU14,61,71,train
golf putting,vSvsOijEOT0,185,195,train
tapping guitar,vSykEyt_6I4,84,94,train
kitesurfing,vSytyiGXS-Q,70,80,train
golf putting,vSzlGje1was,32,42,train
tying tie,vT303TcQUAA,0,10,train
dancing ballet,vT42c_Kz1AY,86,96,train
country line dancing,vT4ubgl5fgc,269,279,train
swing dancing,vT5koVSnop4,119,129,train
giving or receiving award,vT65tZPBrR0,19,29,train
riding or walking with horse,vT6DJrRQdik,9,19,train
wrapping present,vT6bb2y34UE,35,45,train
playing trumpet,vT6w4TZFoXs,2,12,train
playing tennis,vT7DOU1rUXM,0,10,train
playing trumpet,vT9-Zg9_gik,15,25,train
kitesurfing,vTAnZesMNsQ,70,80,train
hula hooping,vTAxaB_axAM,9,19,train
drinking,vTBvbEtUOz8,1,11,train
eating cake,vTC4Ye_OffI,30,40,train
kitesurfing,vTCE2ok0eZU,0,10,train
playing trombone,vTDEVUlCClk,101,111,train
milking cow,vTGXXLaDAQY,2,12,train
arm wrestling,vTGw5vqYD9Q,11,21,train
pushing car,vTH3LKQJS3Q,0,10,train
tapping pen,vTILy7bSvxk,119,129,train
cleaning pool,vTIWgDMOcpU,0,10,train
salsa dancing,vTJG-EOaIas,0,10,train
playing xylophone,vTKMj5CP9Kw,0,10,train
laughing,vTLI3Jh6eN0,40,50,train
punching bag,vTM9-pGCuOw,3,13,train
playing didgeridoo,vTM9j0rhGIg,32,42,train
grooming dog,vTN4FS2rha4,83,93,train
country line dancing,vTNKrE4gyUQ,29,39,train
ski jumping,vTRVn2twgc8,0,10,train
slacklining,vTS7ffhWa-c,1,11,train
riding mule,vTTk376PFis,44,54,train
water skiing,vTUx-xeFzMI,8,18,train
yawning,vTW6VYFPdOs,12,22,train
arm wrestling,vTWZ7VmDsZ0,2,12,train
arm wrestling,vTXZvB7UQ8Y,32,42,train
riding a bike,vTXxq8SFk9Y,17,27,train
giving or receiving award,vTYSV6SPe18,2,12,train
shearing sheep,vTcFDEOoQ60,534,544,train
arm wrestling,vTcT56lXhng,77,87,train
high kick,vTdf2UW4XHE,1,11,train
arm wrestling,vTeAa-updgY,13,23,train
catching or throwing frisbee,vTevfq3ul50,0,10,train
carving pumpkin,vTfKfwMXInc,95,105,train
tobogganing,vTfwjcNT96E,115,125,train
